;Kundennummer;Kundenname;Stadt;Kundengruppe;Kündigung;Anzahl_Mieteinheiten;Kundentyp;Konkurrenz
5896;4592;Brigitta Tröst B.Sc.;Eberswalde;mittlerer Kunde;0;145;Bestandskunden;Keine Konkurrenz
5897;99544;Dipl.-Ing. Pirmin Scholtz;Kyritz;mittlerer Kunde;0;71;Bestandskunden;Keine Konkurrenz
5898;62815;Frau Linda Krebs MBA.;Rostock;Großkunde;0;663;Bestandskunden;Hohe Konkurrenz
5899;74263;Josef Stroh;Stendal;Kleinkunde;1;18;Bestandskunden;Hohe Konkurrenz
5900;78781;Wladimir Loos;Lobenstein;Großkunde;0;560;Altkunden;Keine Konkurrenz
5901;78738;Gerald Köster;Grimma;Kleinkunde;0;38;Bestandskunden;Keine Konkurrenz
5902;77660;Ing. Danny Kuhl;Vilsbiburg;mittlerer Kunde;0;166;Bestandskunden;mittlerer Konkurrenz
5903;99496;Ing. Berndt Etzler B.Eng.;Guben;Großkunde;1;811;Bestandskunden;Hohe Konkurrenz
5904;38196;Guenther Schweitzer B.Eng.;Stendal;Großkunde;1;799;Altkunden;Hohe Konkurrenz
5905;87607;José Junk B.Eng.;Pasewalk;mittlerer Kunde;0;106;Bestandskunden;mittlerer Konkurrenz
5906;57990;Francoise Tlustek;Eichstätt;Großkunde;0;286;Neukunde;mittlerer Konkurrenz
5907;21042;Univ.Prof. Tino Pohl;Kleve;Großkunde;1;870;Altkunden;Hohe Konkurrenz
5908;13476;Dr. Andy Matthäi B.Sc.;Eilenburg;Großkunde;0;612;Bestandskunden;Keine Konkurrenz
5909;15384;Margarita Süßebier;Oschatz;Kleinkunde;0;30;Bestandskunden;mittlerer Konkurrenz
5910;26568;Tobias Eckbauer;Coburg;mittlerer Kunde;0;102;Bestandskunden;Keine Konkurrenz
5911;52504;Imre Scheel-Kallert;Guben;Großkunde;0;656;Bestandskunden;Hohe Konkurrenz
5912;47447;Alexandros Weitzel;Lüdenscheid;Großkunde;1;866;Bestandskunden;Hohe Konkurrenz
5913;13604;Univ.Prof. Götz Täsche B.Sc.;Meppen;mittlerer Kunde;0;136;Bestandskunden;Keine Konkurrenz
5914;21893;Waltraud Hövel;Königs Wusterhausen;Kleinkunde;0;16;Bestandskunden;Keine Konkurrenz
5915;21526;Hans-Bernd Zirme;Suhl;Großkunde;0;227;Neukunde;mittlerer Konkurrenz
5916;27814;Amalia Weimer-Putz;Rockenhausen;mittlerer Kunde;0;97;Altkunden;Keine Konkurrenz
5917;56246;Horst-Günter Steinberg;Lörrach;Großkunde;0;429;Bestandskunden;Hohe Konkurrenz
5918;68033;Hellmut Winkler;Geldern;mittlerer Kunde;0;100;Neukunde;Hohe Konkurrenz
5919;93822;Karl-August Huhn;Recklinghausen;Großkunde;0;260;Bestandskunden;Keine Konkurrenz
5920;95946;Anna-Marie Hornig;Augsburg;Kleinkunde;0;17;Bestandskunden;Keine Konkurrenz
5921;5510;Sylke Oestrovsky;Moers;mittlerer Kunde;0;72;Neukunde;Keine Konkurrenz
5922;98688;Linda Wiek;Ludwigsburg;mittlerer Kunde;0;72;Neukunde;mittlerer Konkurrenz
5923;19355;Cecilia Mühle B.Eng.;Bischofswerda;mittlerer Kunde;0;69;Bestandskunden;mittlerer Konkurrenz
5924;70782;Annegrete Thies;Brilon;Kleinkunde;0;44;Neukunde;mittlerer Konkurrenz
5925;12298;Priska Hecker-Kitzmann;Sankt Goar;mittlerer Kunde;0;124;Neukunde;mittlerer Konkurrenz
5926;98949;Univ.Prof. Swetlana Junken;Neustadtner Waldnaab;Großkunde;0;876;Bestandskunden;Keine Konkurrenz
5927;87063;Sibilla Flantz;Soltau;Kleinkunde;0;10;Bestandskunden;Hohe Konkurrenz
5928;36325;Frau Swantje Scheuermann;Germersheim;mittlerer Kunde;0;79;Bestandskunden;Hohe Konkurrenz
5929;70759;Wanda Seip B.Eng.;Suhl;Kleinkunde;0;26;Altkunden;mittlerer Konkurrenz
5930;70940;Carmine Schleich-Atzler;Bogen;mittlerer Kunde;0;169;Altkunden;Hohe Konkurrenz
5931;4884;Anne-Rose Holt;Saarbrücken;Kleinkunde;0;13;Bestandskunden;mittlerer Konkurrenz
5932;25101;Raik Gorlitz B.Eng.;Starnberg;Kleinkunde;0;37;Altkunden;mittlerer Konkurrenz
5933;57287;Herta Heß;Wittstock;Kleinkunde;1;38;Neukunde;Keine Konkurrenz
5934;40728;Yvonne Plath-Ernst;Angermünde;Großkunde;1;862;Bestandskunden;Hohe Konkurrenz
5935;51580;Emanuel Gude MBA.;Hofgeismar;Großkunde;1;559;Bestandskunden;Hohe Konkurrenz
5936;94777;Jolanda Hermann-Gorlitz;Brand;mittlerer Kunde;1;114;Altkunden;Keine Konkurrenz
5937;48732;Alexander Bloch B.Eng.;Bad Kissingen;Großkunde;0;594;Altkunden;Hohe Konkurrenz
5938;23548;Matthias Adler-Loos;Havelberg;Kleinkunde;1;18;Bestandskunden;Keine Konkurrenz
5939;18388;Otto Dehmel-Klapp;Bamberg;mittlerer Kunde;0;153;Bestandskunden;mittlerer Konkurrenz
5940;48740;Ernst-August Meister B.A.;Strasburg;mittlerer Kunde;0;75;Bestandskunden;Keine Konkurrenz
5941;36809;Heinz-Joachim Buchholz;München;Großkunde;0;455;Neukunde;Keine Konkurrenz
5942;13057;Dipl.-Ing. Angela Zirme;Dinslaken;mittlerer Kunde;0;72;Neukunde;Keine Konkurrenz
5943;54451;Sabri Mangold;Borna;Großkunde;1;653;Neukunde;Hohe Konkurrenz
5944;31916;Mareen Bolnbach;Rosenheim;Kleinkunde;0;7;Bestandskunden;Keine Konkurrenz
5945;19242;Rolf Keudel;Kehl;Großkunde;0;869;Bestandskunden;Hohe Konkurrenz
5946;31319;Laurenz Löwer MBA.;Bad Liebenwerda;Kleinkunde;1;49;Bestandskunden;Keine Konkurrenz
5947;68088;Christopher Vogt;Olpe;mittlerer Kunde;0;199;Neukunde;Hohe Konkurrenz
5948;53783;Dipl.-Ing. Zbigniew Kusch;Brilon;mittlerer Kunde;0;67;Neukunde;mittlerer Konkurrenz
5949;82800;Dr. Harriet Stadelmann;Vilsbiburg;mittlerer Kunde;0;94;Bestandskunden;mittlerer Konkurrenz
5950;96459;Miroslav Schweitzer;Pfaffenhofenner Ilm;Großkunde;1;868;Neukunde;Hohe Konkurrenz
5951;19011;Milena Albers B.Sc.;Uelzen;Großkunde;1;246;Bestandskunden;Hohe Konkurrenz
5952;47181;Freddy Weller;Witzenhausen;Kleinkunde;0;15;Bestandskunden;Keine Konkurrenz
5953;5167;Birgid Naser;Backnang;Großkunde;0;763;Altkunden;Hohe Konkurrenz
5954;51688;Reimer Klapp;Eisenach;Kleinkunde;0;28;Neukunde;Keine Konkurrenz
5955;73960;Annegrete Ehlert;Seelow;mittlerer Kunde;0;68;Bestandskunden;Keine Konkurrenz
5956;33084;Niko Hamann;Görlitz;mittlerer Kunde;0;116;Bestandskunden;Keine Konkurrenz
5957;9120;Nancy Otto;Sigmaringen;mittlerer Kunde;0;127;Bestandskunden;Hohe Konkurrenz
5958;7697;Therese Pohl B.Sc.;Duderstadt;mittlerer Kunde;0;116;Neukunde;Keine Konkurrenz
5959;26616;Prof. Karl-Otto Sorgatz B.Eng.;Rastatt;Kleinkunde;0;33;Neukunde;mittlerer Konkurrenz
5960;84510;Claudius Ruppert B.A.;Jena;Kleinkunde;0;38;Bestandskunden;Hohe Konkurrenz
5961;38103;Ing. Volker Ritter;Osterburg;mittlerer Kunde;0;83;Neukunde;mittlerer Konkurrenz
5962;2939;Elma Reising;Bad Freienwalde;Kleinkunde;0;13;Bestandskunden;Keine Konkurrenz
5963;67386;Alexei Dörschner;Neubrandenburg;Kleinkunde;0;9;Altkunden;Hohe Konkurrenz
5964;39833;Franco Löchel B.Eng.;Gerolzhofen;Kleinkunde;0;36;Altkunden;mittlerer Konkurrenz
5965;20837;Björn Bender;Büsingenm Hochrhein;mittlerer Kunde;0;85;Altkunden;mittlerer Konkurrenz
5966;72760;Philip Bolnbach;Duderstadt;Kleinkunde;1;14;Neukunde;Keine Konkurrenz
5967;96875;Dennis Klemm;Schlüchtern;Kleinkunde;0;30;Bestandskunden;Hohe Konkurrenz
5968;51856;Ante Dowerg-Henschel;Wetzlar;Kleinkunde;0;12;Neukunde;Keine Konkurrenz
5969;82417;Patrik Bolzmann;Eisenberg;Kleinkunde;0;19;Altkunden;Keine Konkurrenz
5970;45187;Jessica Vollbrecht B.A.;Sömmerda;mittlerer Kunde;0;97;Bestandskunden;mittlerer Konkurrenz
5971;29830;Athanasios Kranz B.Sc.;Waldmünchen;Kleinkunde;1;16;Neukunde;mittlerer Konkurrenz
5972;99409;Branka Juncken-Butte;Freising;Kleinkunde;1;36;Bestandskunden;Hohe Konkurrenz
5973;20573;Axel Beyer;Jena;Kleinkunde;1;35;Bestandskunden;Hohe Konkurrenz
5974;24870;Ing. Milan Kobelt MBA.;Göppingen;Großkunde;0;719;Bestandskunden;Hohe Konkurrenz
5975;12582;Steven Schweitzer;Brandenburg;Kleinkunde;0;33;Bestandskunden;mittlerer Konkurrenz
5976;5524;Univ.Prof. Marzena Sager;Günzburg;mittlerer Kunde;0;116;Altkunden;Keine Konkurrenz
5977;38267;Gundel Linke B.A.;Sondershausen;Großkunde;0;529;Bestandskunden;Hohe Konkurrenz
5978;70734;Dr. Heinz-Otto Gehringer;Chemnitz;mittlerer Kunde;0;94;Bestandskunden;mittlerer Konkurrenz
5979;58831;Hendrik Rohleder-Hethur;Görlitz;mittlerer Kunde;0;103;Altkunden;Keine Konkurrenz
5980;95437;Marius Binner;Schmölln;Kleinkunde;0;45;Neukunde;Keine Konkurrenz
5981;4137;Lena Henck B.A.;Ahaus;Großkunde;0;244;Bestandskunden;mittlerer Konkurrenz
5982;92600;Krystyna Dippel;Meppen;mittlerer Kunde;0;128;Bestandskunden;Keine Konkurrenz
5983;66946;Sabina Stiffel;Soest;Kleinkunde;0;35;Neukunde;Keine Konkurrenz
5984;83932;Dipl.-Ing. Arnold Klapp;Osterodem Harz;Kleinkunde;1;12;Neukunde;Hohe Konkurrenz
5985;46321;Timo Bolzmann;Eilenburg;Kleinkunde;0;27;Bestandskunden;Keine Konkurrenz
5986;40835;Mirjam Löwer-Liebelt;Sulzbach-Rosenberg;mittlerer Kunde;0;189;Bestandskunden;Keine Konkurrenz
5987;41064;Arzu Jäntsch B.Sc.;Klötze;Kleinkunde;1;28;Bestandskunden;Keine Konkurrenz
5988;29118;Dipl.-Ing. Marie-Luise Fliegner B.Sc.;Pritzwalk;mittlerer Kunde;0;133;Bestandskunden;Keine Konkurrenz
5989;90775;Thorsten Scheibe;Badoberan;Kleinkunde;0;35;Bestandskunden;Keine Konkurrenz
5990;7496;Sevim Dörr-Fritsch;Bad Kissingen;Kleinkunde;0;42;Altkunden;Hohe Konkurrenz
5991;7757;Milena Schomber B.Sc.;Berchtesgaden;mittlerer Kunde;0;189;Neukunde;mittlerer Konkurrenz
5992;10542;Agata Schmidt-Kensy;Großenhain;mittlerer Kunde;0;97;Altkunden;mittlerer Konkurrenz
5993;1641;Jeannine Pohl B.Eng.;Guben;Kleinkunde;1;12;Bestandskunden;Hohe Konkurrenz
5994;33895;Univ.Prof. Lothar Rogner MBA.;Rockenhausen;Großkunde;0;441;Bestandskunden;Keine Konkurrenz
5995;60620;Wibke Vogt;Eisenberg;Kleinkunde;0;30;Bestandskunden;Keine Konkurrenz
5996;9983;Frau Brigitta Tlustek;Calau;mittlerer Kunde;0;117;Bestandskunden;mittlerer Konkurrenz
5997;74494;Grazyna Jacob;Ludwigslust;mittlerer Kunde;0;122;Neukunde;Keine Konkurrenz
5998;64766;Herr Ignaz Weinhage;Cuxhaven;Kleinkunde;0;36;Bestandskunden;Keine Konkurrenz
5999;33119;Hans Mielcarek;Jena;Großkunde;0;731;Altkunden;Hohe Konkurrenz
6000;13330;Frau Gina Thanel;Burg;mittlerer Kunde;0;112;Bestandskunden;Hohe Konkurrenz
6001;81628;Delia Gute;Reutlingen;Großkunde;0;368;Neukunde;Keine Konkurrenz
6002;7465;Dr. Eva-Marie Keudel B.A.;Belzig;mittlerer Kunde;0;89;Bestandskunden;Keine Konkurrenz
6003;88483;Dr. Lorenzo Fischer;Saarbrücken;mittlerer Kunde;0;86;Bestandskunden;mittlerer Konkurrenz
6004;67416;Wendelin Thies;Rostock;Kleinkunde;1;41;Bestandskunden;Hohe Konkurrenz
6005;59231;Manja Köster;Saarlouis;mittlerer Kunde;0;189;Bestandskunden;Keine Konkurrenz
6006;11995;Tim Schüler;Bad Brückenau;mittlerer Kunde;0;52;Bestandskunden;Keine Konkurrenz
6007;60062;Ralf-Dieter Margraf-Kostolzin;Hersbruck;Kleinkunde;1;32;Bestandskunden;Hohe Konkurrenz
6008;33816;Josip Mosemann;Mittweida;Großkunde;0;215;Bestandskunden;Keine Konkurrenz
6009;56796;Siegried Berger;Mittweida;mittlerer Kunde;0;185;Bestandskunden;Keine Konkurrenz
6010;78585;Gabriel Koch-Dietz;Hersbruck;Kleinkunde;0;34;Altkunden;Hohe Konkurrenz
6011;75826;Petar Kade B.Eng.;Prenzlau;Kleinkunde;0;21;Bestandskunden;Keine Konkurrenz
6012;37308;Gülay Wilmsen;Grevenbroich;Großkunde;0;280;Altkunden;Hohe Konkurrenz
6013;71824;Robert Junitz-Benthin;Apolda;mittlerer Kunde;0;156;Altkunden;mittlerer Konkurrenz
6014;33183;Prof. Gerlinde Zänker;Bad Freienwalde;mittlerer Kunde;0;72;Altkunden;Keine Konkurrenz
6015;79763;Dipl.-Ing. Siegmar Gutknecht B.Eng.;Kemnath;Großkunde;0;952;Bestandskunden;Keine Konkurrenz
6016;85107;Prof. Wally Hofmann B.Eng.;Stadtroda;mittlerer Kunde;0;69;Bestandskunden;mittlerer Konkurrenz
6017;44309;Margarete Striebitz-Misicher;Schongau;Großkunde;0;977;Bestandskunden;Keine Konkurrenz
6018;48787;Rico Fechner B.Sc.;Belzig;Großkunde;0;757;Bestandskunden;Keine Konkurrenz
6019;16218;Dr. Harm Schleich;Norden;mittlerer Kunde;0;63;Neukunde;mittlerer Konkurrenz
6020;77800;Doreen Röhrdanz;Passau;Großkunde;0;530;Bestandskunden;Hohe Konkurrenz
6021;77610;Univ.Prof. Erdogan Finke MBA.;Saarlouis;mittlerer Kunde;0;60;Bestandskunden;Keine Konkurrenz
6022;12508;Babett Heinz;Badibling;mittlerer Kunde;1;174;Bestandskunden;Hohe Konkurrenz
6023;26582;Remo Bender;Hildesheim;mittlerer Kunde;0;172;Bestandskunden;Keine Konkurrenz
6024;98887;Undine Koch II;Starnberg;mittlerer Kunde;1;178;Altkunden;mittlerer Konkurrenz
6025;38412;Walli Schomber;Erding;Großkunde;0;410;Neukunde;Hohe Konkurrenz
6026;18717;Dr. Angelo Jüttner;Wismar;Großkunde;0;441;Altkunden;Hohe Konkurrenz
6027;1611;Dipl.-Ing. Athanasios Graf B.Eng.;Ebern;Kleinkunde;0;29;Altkunden;Hohe Konkurrenz
6028;80372;Dr. Walter Eberhardt;Kitzingen;Großkunde;0;597;Bestandskunden;Keine Konkurrenz
6029;39878;Kemal Möchlichen;Scheinfeld;Großkunde;1;521;Neukunde;Hohe Konkurrenz
6030;93870;Siegried Hiller;Badalzungen;Kleinkunde;0;42;Altkunden;mittlerer Konkurrenz
6031;25287;Prof. Heribert Weller MBA.;Neubrandenburg;Großkunde;1;399;Bestandskunden;Hohe Konkurrenz
6032;25706;Jacqueline Striebitz;Staffelstein;Kleinkunde;0;19;Bestandskunden;mittlerer Konkurrenz
6033;15084;Dimitri Eberth-Faust;Aurich;Kleinkunde;1;45;Bestandskunden;Hohe Konkurrenz
6034;62685;Dr. Christian Staude B.Eng.;Eisenach;mittlerer Kunde;0;65;Bestandskunden;Keine Konkurrenz
6035;39390;Giorgio Bähr;Düren;mittlerer Kunde;0;56;Bestandskunden;Hohe Konkurrenz
6036;18233;Dr. Fabian Krause;Erfurt;Kleinkunde;1;2;Bestandskunden;Hohe Konkurrenz
6037;91293;Sergej Tintzmann;Dinkelsbühl;mittlerer Kunde;0;84;Bestandskunden;Hohe Konkurrenz
6038;84011;Madlen Naser;Erding;Großkunde;1;442;Bestandskunden;Hohe Konkurrenz
6039;78764;Martha Harloff;Diepholz;Großkunde;0;968;Altkunden;Keine Konkurrenz
6040;1947;Berend Riehl;Brand;mittlerer Kunde;0;175;Bestandskunden;Keine Konkurrenz
6041;39897;Nora Pergande;Lüdinghausen;Kleinkunde;1;3;Altkunden;Hohe Konkurrenz
6042;68154;Ing. Belinda Stadelmann B.Eng.;Nordhausen;Kleinkunde;1;19;Bestandskunden;Hohe Konkurrenz
6043;6268;Ekaterina Förster;Wolfenbüttel;Kleinkunde;0;35;Neukunde;Keine Konkurrenz
6044;50168;Alexandros Hering;Viechtach;mittlerer Kunde;0;120;Bestandskunden;Hohe Konkurrenz
6045;77363;Dr. Hans-Dieter Koch B.Sc.;Schwäbisch Hall;Großkunde;0;788;Neukunde;Hohe Konkurrenz
6046;45689;Constanze Beyer;Neu-Ulm;Kleinkunde;0;20;Altkunden;Hohe Konkurrenz
6047;12908;Torsten Butte;Tuttlingen;Kleinkunde;0;30;Bestandskunden;Hohe Konkurrenz
6048;20614;Heinz-Günter Drub;Deggendorf;Großkunde;0;338;Neukunde;Hohe Konkurrenz
6049;57915;Tomislav Junck B.Sc.;Wolmirstedt;Großkunde;0;559;Bestandskunden;Hohe Konkurrenz
6050;12051;Sylvana Drub;Starnberg;Großkunde;0;490;Altkunden;mittlerer Konkurrenz
6051;54400;Gottlieb Berger;Hamburg;Kleinkunde;1;35;Altkunden;Hohe Konkurrenz
6052;3322;Dr. Egon Zänker;Ansbach;Kleinkunde;1;15;Neukunde;Keine Konkurrenz
6053;67002;Prof. Norbert Haase;Grevesmühlen;Großkunde;0;755;Bestandskunden;mittlerer Konkurrenz
6054;10362;Hans-Erich Reichmann;Melle;mittlerer Kunde;0;199;Bestandskunden;mittlerer Konkurrenz
6055;30082;Ruthild Kostolzin B.A.;Säckingen;Kleinkunde;1;2;Bestandskunden;mittlerer Konkurrenz
6056;97524;Sönke Zirme;Iserlohn;mittlerer Kunde;0;112;Altkunden;Keine Konkurrenz
6057;77102;Herr Danny Fechner B.Sc.;Kusel;mittlerer Kunde;0;54;Altkunden;mittlerer Konkurrenz
6058;64754;Anja Etzler;Mühldorfm Inn;mittlerer Kunde;0;99;Altkunden;Keine Konkurrenz
6059;93379;Dr. Friedhilde Jockel;Bruchsal;Großkunde;0;556;Bestandskunden;Keine Konkurrenz
6060;78337;Dipl.-Ing. Alan Köhler MBA.;Duderstadt;Großkunde;0;646;Neukunde;Keine Konkurrenz
6061;16939;Bert Otto;Nauen;Kleinkunde;0;33;Altkunden;Keine Konkurrenz
6062;88900;Prof. Karl-Heinrich Mohaupt MBA.;Viersen;mittlerer Kunde;1;65;Neukunde;Keine Konkurrenz
6063;75849;Ditmar Scheel-Hölzenbecher;Badalzungen;mittlerer Kunde;0;140;Neukunde;mittlerer Konkurrenz
6064;64233;Rosl Wernecke B.Sc.;Hofgeismar;Kleinkunde;1;10;Neukunde;Hohe Konkurrenz
6065;6411;Hanne Köster-Weiß;Schwabmünchen;Kleinkunde;1;37;Altkunden;Hohe Konkurrenz
6066;74967;Babett Scholl;Grevesmühlen;Kleinkunde;0;44;Neukunde;mittlerer Konkurrenz
6067;90321;Matthäus Neuschäfer;Miesbach;Großkunde;0;266;Bestandskunden;Keine Konkurrenz
6068;32743;Univ.Prof. Dimitri Metz B.A.;Herzberg;mittlerer Kunde;1;128;Bestandskunden;Hohe Konkurrenz
6069;94512;Prof. Wulf Stumpf B.A.;Brilon;Kleinkunde;0;8;Altkunden;mittlerer Konkurrenz
6070;20532;Iris Stoll;Lichtenfels;Kleinkunde;1;27;Bestandskunden;Hohe Konkurrenz
6071;85469;Greta Harloff;Lippstadt;Kleinkunde;0;48;Bestandskunden;Keine Konkurrenz
6072;67958;Cord Dietz B.Eng.;Vohenstrauß;Großkunde;0;373;Bestandskunden;Keine Konkurrenz
6073;48657;Dipl.-Ing. Katy Mälzer;Genthin;mittlerer Kunde;1;90;Bestandskunden;Hohe Konkurrenz
6074;30097;Agata Striebitz;Herford;Großkunde;0;294;Altkunden;mittlerer Konkurrenz
6075;51297;Philippe Mosemann B.A.;Bad Mergentheim;mittlerer Kunde;0;133;Bestandskunden;mittlerer Konkurrenz
6076;2325;Susana Seip;Worbis;mittlerer Kunde;0;144;Bestandskunden;mittlerer Konkurrenz
6077;85345;Herr Falko Bolzmann B.A.;Main-Höchst;mittlerer Kunde;0;80;Bestandskunden;Keine Konkurrenz
6078;60709;Cora Trupp;Feuchtwangen;Großkunde;0;922;Neukunde;Keine Konkurrenz
6079;34925;Friederike Ehlert;Groß-Gerau;Großkunde;0;368;Bestandskunden;Hohe Konkurrenz
6080;64715;Dr. Carl-Heinz auch Schlauchin;Erbisdorf;Kleinkunde;0;42;Bestandskunden;mittlerer Konkurrenz
6081;36493;Baptist Dippel;Königs Wusterhausen;Großkunde;0;381;Altkunden;Keine Konkurrenz
6082;74293;Albina Adolph MBA.;Hofgeismar;Kleinkunde;0;36;Bestandskunden;Hohe Konkurrenz
6083;24479;Theresa Lorch;Lüdinghausen;Kleinkunde;0;33;Neukunde;Hohe Konkurrenz
6084;17555;Nicole Keudel;Recklinghausen;Großkunde;0;616;Altkunden;Keine Konkurrenz
6085;20060;Fabian Mans-Zahn;Northeim;mittlerer Kunde;0;84;Altkunden;mittlerer Konkurrenz
6086;24586;Heinz-Jürgen Davids B.Sc.;Dachau;Großkunde;0;479;Bestandskunden;mittlerer Konkurrenz
6087;86690;Renata Anders;Hohenmölsen;Großkunde;0;457;Bestandskunden;mittlerer Konkurrenz
6088;3068;Gesche Hermighausen B.Sc.;Seelow;mittlerer Kunde;0;95;Bestandskunden;Keine Konkurrenz
6089;25987;Isabell Bolander;Lüneburg;Großkunde;0;598;Bestandskunden;mittlerer Konkurrenz
6090;23313;Reinhold Fliegner;Böblingen;Kleinkunde;0;21;Altkunden;Keine Konkurrenz
6091;99664;Sophia Schenk-Zimmer;Lübben;Großkunde;0;360;Neukunde;Keine Konkurrenz
6092;18797;Prof. Zofia Wagenknecht B.Eng.;Hagenow;Großkunde;0;852;Bestandskunden;Keine Konkurrenz
6093;50125;Jost Ruppersberger;Spremberg;Kleinkunde;0;8;Altkunden;mittlerer Konkurrenz
6094;99890;Dr. Camilla Reinhardt B.A.;Bützow;mittlerer Kunde;0;160;Bestandskunden;mittlerer Konkurrenz
6095;17684;Giovanni Martin;Parsberg;Kleinkunde;0;34;Altkunden;Hohe Konkurrenz
6096;91678;Dipl.-Ing. Gislinde Jäntsch B.Sc.;Pasewalk;mittlerer Kunde;0;156;Bestandskunden;mittlerer Konkurrenz
6097;80297;Lara Scheel MBA.;Cloppenburg;Kleinkunde;0;46;Bestandskunden;Keine Konkurrenz
6098;23093;Klaus-Dieter Caspar B.Sc.;Oschatz;mittlerer Kunde;0;97;Altkunden;mittlerer Konkurrenz
6099;30622;Marlies Wilms;Kleve;Kleinkunde;0;30;Bestandskunden;Hohe Konkurrenz
6100;83405;Prof. Britt Weiß MBA.;Eisleben;Großkunde;0;857;Bestandskunden;Keine Konkurrenz
6101;3195;Marko Thanel;Hettstedt;Kleinkunde;0;8;Altkunden;Keine Konkurrenz
6102;12806;Hans-Michael Gorlitz;Nordhausen;Kleinkunde;0;8;Bestandskunden;Hohe Konkurrenz
6103;12894;Walli Schäfer B.Sc.;Holzminden;Großkunde;0;496;Neukunde;Hohe Konkurrenz
6104;68904;Prof. Gudula Drub;Lübben;Großkunde;0;983;Bestandskunden;Keine Konkurrenz
6105;43314;Heike Wilmsen;Cloppenburg;Großkunde;0;894;Neukunde;Keine Konkurrenz
6106;44160;Janko Reising-Striebitz;Nordhausen;Kleinkunde;0;27;Altkunden;Hohe Konkurrenz
6107;96398;Madlen Eckbauer;Hannover;Großkunde;0;678;Bestandskunden;Keine Konkurrenz
6108;91359;Ing. Nuray Hauffer;Ueckermünde;Kleinkunde;0;13;Bestandskunden;Keine Konkurrenz
6109;52811;Univ.Prof. Ulrich Werner B.Sc.;Mittweida;Kleinkunde;0;32;Bestandskunden;Keine Konkurrenz
6110;64586;Jozef Heidrich-Röhricht;Ebern;mittlerer Kunde;0;86;Altkunden;Hohe Konkurrenz
6111;62693;Gebhard Wagenknecht;Viersen;mittlerer Kunde;1;82;Bestandskunden;Keine Konkurrenz
6112;48090;Alexej Tintzmann;Forchheim;mittlerer Kunde;0;129;Bestandskunden;mittlerer Konkurrenz
6113;65623;Anne-Kathrin Margraf;Beeskow;Kleinkunde;0;29;Bestandskunden;mittlerer Konkurrenz
6114;65802;Nuran Wilmsen;Holzminden;Kleinkunde;1;28;Bestandskunden;Hohe Konkurrenz
6115;73952;Univ.Prof. Ria Zahn B.A.;Grimma;Großkunde;0;331;Bestandskunden;Keine Konkurrenz
6116;9981;Dipl.-Ing. Rahel Rust;Steinfurt;mittlerer Kunde;0;52;Bestandskunden;Keine Konkurrenz
6117;17662;Ehrentraud Ruppert-Süßebier;Goslar;Kleinkunde;0;26;Neukunde;Keine Konkurrenz
6118;13027;Annelene Schönland B.Sc.;Hettstedt;mittlerer Kunde;0;192;Bestandskunden;Keine Konkurrenz
6119;56938;Lieselotte Becker;Stade;mittlerer Kunde;1;93;Neukunde;Hohe Konkurrenz
6120;55023;Serpil Schmidtke;Ebermannstadt;Großkunde;0;251;Neukunde;Keine Konkurrenz
6121;72147;Fanny Mälzer;Hammelburg;Großkunde;1;773;Bestandskunden;Hohe Konkurrenz
6122;63121;Vitali Bien-Drubin;Cloppenburg;mittlerer Kunde;0;123;Neukunde;Keine Konkurrenz
6123;71185;Kristian Hellwig MBA.;Kaiserslautern;Großkunde;0;802;Bestandskunden;mittlerer Konkurrenz
6124;60577;Herr Karl-Jürgen Striebitz B.Sc.;Sankt Goarshausen;Großkunde;0;232;Altkunden;mittlerer Konkurrenz
6125;87032;Walther Krebs;Hammelburg;Kleinkunde;0;3;Altkunden;Hohe Konkurrenz
6126;49501;Lissy Bolnbach-Kramer;Artern;Großkunde;0;332;Bestandskunden;Keine Konkurrenz
6127;42612;Jose Wulff;Plauen;mittlerer Kunde;1;165;Bestandskunden;Hohe Konkurrenz
6128;25648;Ingetraut Killer;Neubrandenburg;Großkunde;1;629;Bestandskunden;Hohe Konkurrenz
6129;91095;Hiltrud Roht;Schwandorf;Kleinkunde;0;10;Altkunden;Hohe Konkurrenz
6130;5312;Irmhild Wende;Böblingen;Kleinkunde;0;16;Bestandskunden;Keine Konkurrenz
6131;43937;Heiner Kabus B.A.;Pirmasens;mittlerer Kunde;1;191;Neukunde;Hohe Konkurrenz
6132;82257;Lilo Drewes;Hammelburg;Kleinkunde;0;21;Bestandskunden;Hohe Konkurrenz
6133;79557;Falko Heuser-Rogge;Calw;mittlerer Kunde;0;161;Altkunden;mittlerer Konkurrenz
6134;85425;Antonio Ehlert B.Sc.;Bersenbrück;Kleinkunde;0;35;Neukunde;Keine Konkurrenz
6135;31000;Bayram Wirth;Pasewalk;mittlerer Kunde;0;65;Bestandskunden;mittlerer Konkurrenz
6136;71689;Andree Oestrovsky;Gadebusch;mittlerer Kunde;0;113;Bestandskunden;Keine Konkurrenz
6137;12734;Ekkehard Sölzer;Sankt Goarshausen;Kleinkunde;0;28;Bestandskunden;mittlerer Konkurrenz
6138;2993;Herr Eugen Mälzer MBA.;Osterodem Harz;Großkunde;0;448;Bestandskunden;Hohe Konkurrenz
6139;82884;Roy Eigenwillig-Mühle;Forst;mittlerer Kunde;0;152;Bestandskunden;Hohe Konkurrenz
